Alter;Geschlecht;Einkommen;Internet_Affinit‰t;Dating_App;Partnersuche;Wohngegend
22;m;33768;11;no;yes;Land
22;m;19424;11;no;yes;Groﬂstadt
20;m;20576;11;no;yes;Groﬂstadt
21;w;18802;11;no;yes;Kleinstadt
23;m;18970;11;no;yes;Groﬂstadt
23;m;10389;11;no;yes;Groﬂstadt
21;w;17185;11;no;yes;Land
22;w;29731;11;no;yes;Groﬂstadt
23;w;20818;11;no;yes;Groﬂstadt
22;m;4874;11;no;yes;Groﬂstadt
22;m;20367;11;no;yes;Kleinstadt
21;m;27075;11;no;yes;Kleinstadt
22;m;11468;11;no;yes;Groﬂstadt
21;m;19343;11;no;yes;Groﬂstadt
21;m;18941;11;yes;yes;Groﬂstadt
22;m;6932;11;yes;yes;Vorstadt
22;m;21127;11;no;no;Groﬂstadt
22;m;21169;11;no;yes;Groﬂstadt
22;m;13987;11;yes;yes;Groﬂstadt
20;m;20489;11;no;yes;Groﬂstadt
21;m;22820;11;no;no;Groﬂstadt
23;w;40811;11;no;yes;Groﬂstadt
22;m;14351;11;no;yes;Groﬂstadt
22;m;27592;11;no;yes;Land
22;m;24387;11;no;yes;Kleinstadt
23;m;23962;11;no;yes;Groﬂstadt
23;w;29305;11;no;yes;Groﬂstadt
23;m;9049;11;no;yes;Groﬂstadt
22;m;18790;11;no;yes;Land
24;w;17889;11;no;yes;Groﬂstadt
22;m;9816;11;no;no;Groﬂstadt
25;m;31914;11;no;yes;Groﬂstadt
20;m;40227;11;no;yes;Groﬂstadt
22;m;737;11;no;yes;Groﬂstadt
21;m;2806;11;no;yes;Kleinstadt
23;m;34173;11;no;no;Land
22;m;4488;11;no;yes;Groﬂstadt
22;m;3366;11;no;yes;Groﬂstadt
22;m;30856;11;yes;yes;Dorf
23;m;10007;11;no;yes;Vorstadt
22;m;27724;11;no;no;Groﬂstadt
21;m;33804;11;no;no;Groﬂstadt
23;m;20125;11;yes;yes;Groﬂstadt
21;m;8986;11;yes;yes;Land
21;m;4923;11;no;no;Groﬂstadt
22;m;20383;11;no;yes;Land
20;m;17119;11;no;yes;Groﬂstadt
22;m;12648;11;yes;yes;Dorf
22;m;17663;11;no;yes;Groﬂstadt
21;m;25350;11;no;yes;Land
23;m;24057;11;no;yes;Groﬂstadt
20;m;30151;11;no;yes;Groﬂstadt
21;m;13029;11;no;yes;Groﬂstadt
23;m;30613;11;no;yes;Kleinstadt
22;m;8222;11;no;no;Land
23;m;17520;11;no;yes;Groﬂstadt
22;m;17586;11;yes;yes;Kleinstadt
20;m;9359;11;no;yes;Groﬂstadt
22;m;18984;11;no;yes;Groﬂstadt
24;m;14650;11;no;yes;Groﬂstadt
21;m;41328;11;no;yes;Groﬂstadt
24;m;14905;11;no;yes;Groﬂstadt
21;m;15085;11;no;yes;Groﬂstadt
20;m;23961;11;yes;yes;Groﬂstadt
22;m;16248;11;no;yes;Land
21;m;570;11;yes;yes;Groﬂstadt
20;m;20340;11;no;yes;Kleinstadt
24;m;29765;11;no;yes;Groﬂstadt
21;m;12247;11;no;yes;Groﬂstadt
21;m;18619;11;yes;yes;Land
21;m;11823;11;no;yes;Land
22;m;9009;11;no;yes;Groﬂstadt
22;m;18002;11;no;yes;Groﬂstadt
23;m;24442;11;no;yes;Groﬂstadt
23;m;25936;11;no;yes;Groﬂstadt
21;m;13246;11;no;yes;Groﬂstadt
21;m;37237;11;no;yes;Groﬂstadt
23;m;18349;11;no;yes;Land
23;m;31514;11;no;yes;Groﬂstadt
24;m;16811;11;no;yes;Groﬂstadt
23;m;20731;11;no;yes;Groﬂstadt
22;w;17790;11;no;yes;Groﬂstadt
22;m;6673;11;no;yes;Groﬂstadt
23;m;32298;11;no;no;Groﬂstadt
21;m;12334;11;no;yes;Groﬂstadt
21;m;13928;11;no;yes;Groﬂstadt
20;m;26578;11;no;yes;Groﬂstadt
22;m;7609;11;no;yes;Vorstadt
24;m;17166;11;no;yes;Groﬂstadt
21;m;18966;11;no;yes;Groﬂstadt
23;m;27840;11;no;yes;Groﬂstadt
21;m;15721;11;no;yes;Dorf
22;m;14424;11;no;no;Groﬂstadt
21;m;20106;11;yes;yes;Land
20;w;3073;11;no;yes;Groﬂstadt
21;m;35424;11;no;yes;Land
22;m;16307;11;no;yes;Groﬂstadt
22;m;14204;11;no;yes;Groﬂstadt
22;m;10500;11;no;yes;Groﬂstadt
23;m;25625;11;no;yes;Groﬂstadt
21;w;18651;11;yes;yes;Land
23;m;24426;11;no;no;Groﬂstadt
22;m;27581;11;no;yes;Vorstadt
20;m;10447;11;no;yes;Kleinstadt
23;m;15721;11;no;yes;Groﬂstadt
22;w;10910;11;no;yes;Groﬂstadt
24;m;27068;11;yes;yes;Land
22;m;42023;11;no;yes;Groﬂstadt
22;m;20107;11;no;yes;Groﬂstadt
25;m;30444;11;no;yes;Vorstadt
24;m;14605;11;no;no;Groﬂstadt
21;m;24567;11;yes;yes;Dorf
23;m;14385;11;no;yes;Groﬂstadt
24;m;13748;11;yes;yes;Groﬂstadt
23;w;16448;11;no;no;Vorstadt
21;m;28165;11;no;yes;Groﬂstadt
22;m;4750;11;no;yes;Groﬂstadt
23;m;30456;11;no;yes;Groﬂstadt
21;m;34853;11;no;yes;Groﬂstadt
22;m;35227;11;no;yes;Kleinstadt
22;m;5992;11;no;yes;Land
23;m;33800;11;no;yes;Groﬂstadt
23;m;20154;11;no;yes;Groﬂstadt
21;m;26929;11;no;yes;Groﬂstadt
24;m;10183;11;no;yes;Groﬂstadt
21;m;16998;11;no;yes;Groﬂstadt
20;m;17813;11;no;yes;Kleinstadt
21;m;346;11;no;yes;Groﬂstadt
24;m;27575;11;no;yes;Groﬂstadt
21;w;21256;11;no;yes;Vorstadt
20;w;21992;11;no;yes;Groﬂstadt
23;m;18373;11;no;yes;Groﬂstadt
21;m;14239;11;yes;yes;Groﬂstadt
22;m;33232;11;no;yes;Groﬂstadt
22;w;9705;11;no;no;Groﬂstadt
21;m;8701;11;no;no;Groﬂstadt
21;m;10605;11;no;yes;Groﬂstadt
22;m;16423;11;no;yes;Groﬂstadt
24;m;27555;11;no;yes;Groﬂstadt
21;m;33918;11;no;yes;Land
23;m;19253;11;no;yes;Groﬂstadt
20;m;15532;11;no;yes;Vorstadt
22;m;19368;11;no;yes;Groﬂstadt
21;m;24004;11;no;yes;Land
21;m;16801;11;no;yes;Land
21;m;23118;11;no;yes;Groﬂstadt
21;m;5580;11;no;yes;Groﬂstadt
21;w;25407;11;no;yes;Groﬂstadt
21;m;12343;11;no;yes;Groﬂstadt
21;m;3320;11;yes;yes;Groﬂstadt
22;m;8580;11;no;no;Vorstadt
23;m;20574;11;yes;yes;Groﬂstadt
21;m;31519;11;no;yes;Groﬂstadt
21;m;25513;11;no;no;Groﬂstadt
22;w;32568;11;no;yes;Groﬂstadt
21;m;25171;11;no;yes;Kleinstadt
23;m;16714;11;no;yes;Groﬂstadt
24;w;27803;11;no;yes;Groﬂstadt
23;m;13390;11;no;no;Groﬂstadt
21;m;19845;11;no;yes;Groﬂstadt
21;m;20477;11;no;no;Groﬂstadt
23;m;24113;11;no;yes;Groﬂstadt
21;m;11452;11;no;no;Groﬂstadt
22;m;18527;11;no;yes;Land
23;m;28206;11;no;yes;Groﬂstadt
22;m;15698;11;no;yes;Groﬂstadt
21;m;35001;11;no;yes;Groﬂstadt
22;m;36726;11;no;yes;Groﬂstadt
23;m;21512;11;no;no;Kleinstadt
23;m;13713;11;no;no;Groﬂstadt
23;m;27958;11;no;yes;Groﬂstadt
21;w;28013;11;no;yes;Groﬂstadt
22;m;35634;11;no;yes;Groﬂstadt
24;m;19879;11;no;yes;Dorf
22;m;14047;11;no;yes;Groﬂstadt
22;w;29968;11;no;yes;Groﬂstadt
22;m;15175;11;no;yes;Groﬂstadt
23;m;22275;11;no;yes;Dorf
20;m;16668;11;no;yes;Kleinstadt
24;m;9389;11;no;yes;Kleinstadt
22;m;33766;11;no;yes;Groﬂstadt
22;m;38468;11;no;yes;Groﬂstadt
21;m;31290;11;no;yes;Groﬂstadt
23;w;12270;11;no;no;Kleinstadt
20;m;20953;11;no;no;Kleinstadt
22;m;19414;11;no;yes;Groﬂstadt
24;m;10949;11;no;yes;Vorstadt
23;m;25720;11;no;yes;Land
23;m;34933;11;no;yes;Groﬂstadt
23;m;11386;11;no;yes;Groﬂstadt
23;m;26665;11;yes;yes;Groﬂstadt
22;m;13647;11;no;yes;Groﬂstadt
21;m;17172;11;no;yes;Groﬂstadt
21;m;18135;11;no;yes;Groﬂstadt
20;m;37707;11;no;yes;Groﬂstadt
22;m;1473;11;no;yes;Groﬂstadt
22;m;26885;11;no;no;Groﬂstadt
21;m;34776;11;no;yes;Land
22;m;22553;11;no;yes;Vorstadt
22;m;23280;11;no;yes;Land
21;m;17912;11;no;no;Groﬂstadt
22;m;15540;11;no;yes;Land
23;m;23598;11;no;yes;Groﬂstadt
22;m;29688;11;yes;yes;Groﬂstadt
24;m;32253;11;no;yes;Land
22;w;39191;11;no;no;Land
23;m;22416;11;no;yes;Kleinstadt
23;m;22883;11;no;yes;Land
23;m;11967;11;no;no;Groﬂstadt
22;m;23795;11;no;yes;Groﬂstadt
20;m;16033;11;no;yes;Groﬂstadt
23;m;3874;11;yes;yes;Groﬂstadt
22;m;15214;11;no;yes;Groﬂstadt
22;w;25797;11;no;yes;Groﬂstadt
20;m;8996;11;no;yes;Groﬂstadt
21;m;30401;11;no;yes;Land
22;m;13003;11;no;yes;Kleinstadt
22;m;13701;11;no;yes;Groﬂstadt
24;m;26499;11;no;yes;Groﬂstadt
22;w;11421;11;no;yes;Groﬂstadt
22;m;16325;11;no;yes;Groﬂstadt
22;m;1127;11;no;no;Groﬂstadt
22;m;16171;11;yes;yes;Groﬂstadt
21;m;16312;11;no;yes;Groﬂstadt
22;m;17229;11;no;yes;Groﬂstadt
22;m;19145;11;no;yes;Dorf
22;m;22780;11;no;yes;Groﬂstadt
22;m;15879;11;no;no;Groﬂstadt
22;m;36123;11;no;yes;Groﬂstadt
22;m;29470;11;no;yes;Groﬂstadt
21;m;15555;11;no;yes;Kleinstadt
22;m;28308;11;no;yes;Groﬂstadt
22;m;31250;11;no;yes;Groﬂstadt
21;m;18461;11;no;yes;Groﬂstadt
21;m;27845;11;no;yes;Groﬂstadt
23;m;27814;11;no;yes;Groﬂstadt
20;m;8276;11;no;yes;Groﬂstadt
23;m;31997;11;no;yes;Groﬂstadt
21;m;11801;11;no;no;Dorf
22;m;9763;11;no;yes;Groﬂstadt
21;m;17574;11;no;yes;Groﬂstadt
21;m;12389;11;no;yes;Groﬂstadt
23;m;29859;11;no;yes;Groﬂstadt
23;m;11312;11;no;yes;Groﬂstadt
22;m;24036;11;no;yes;Kleinstadt
21;m;22668;11;no;yes;Groﬂstadt
23;m;13853;11;no;yes;Groﬂstadt
21;w;12412;11;no;yes;Groﬂstadt
20;w;26228;11;no;yes;Groﬂstadt
21;m;13023;11;no;yes;Groﬂstadt
21;m;23489;11;no;yes;Groﬂstadt
22;m;17094;11;no;yes;Kleinstadt
23;m;25647;11;no;yes;Groﬂstadt
21;m;22345;11;no;yes;Groﬂstadt
21;m;15579;11;no;no;Kleinstadt
25;m;7866;11;yes;yes;Groﬂstadt
22;m;16015;11;no;yes;Groﬂstadt
24;m;12144;11;no;yes;Groﬂstadt
22;m;16183;11;yes;yes;Groﬂstadt
22;w;24233;11;no;yes;Vorstadt
21;m;17698;11;no;yes;Groﬂstadt
23;m;19182;11;yes;yes;Groﬂstadt
22;m;15694;11;no;yes;Groﬂstadt
21;m;21015;11;no;yes;Groﬂstadt
20;m;16597;11;no;yes;Groﬂstadt
22;m;30994;11;no;yes;Kleinstadt
22;m;15619;11;no;yes;Groﬂstadt
21;m;33781;11;no;yes;Kleinstadt
22;w;19148;11;no;yes;Groﬂstadt
24;m;12651;11;no;no;Groﬂstadt
22;m;29340;11;no;yes;Groﬂstadt
23;m;4462;11;no;yes;Groﬂstadt
23;m;7044;11;yes;yes;Groﬂstadt
23;m;13988;11;no;yes;Land
21;m;30694;11;no;yes;Groﬂstadt
23;w;10735;11;no;yes;Groﬂstadt
21;m;33906;11;no;yes;Land
24;m;7259;11;no;yes;Groﬂstadt
20;m;19986;11;no;no;Groﬂstadt
23;m;30635;11;no;yes;Land
24;m;14688;11;no;yes;Groﬂstadt
22;m;27884;11;yes;yes;Groﬂstadt
20;m;34522;11;no;yes;Groﬂstadt
23;w;21732;11;no;yes;Groﬂstadt
23;m;15290;11;no;yes;Groﬂstadt
22;m;24898;11;no;yes;Groﬂstadt
21;m;25320;11;no;yes;Land
22;m;27631;11;no;yes;Vorstadt
20;m;20315;11;yes;yes;Groﬂstadt
23;m;12309;11;no;yes;Groﬂstadt
24;m;31291;11;no;no;Kleinstadt
24;m;8475;11;no;yes;Groﬂstadt
20;m;27953;11;no;yes;Groﬂstadt
20;m;7697;11;no;yes;Groﬂstadt
22;m;37058;11;no;yes;Groﬂstadt
22;m;31467;11;no;yes;Groﬂstadt
21;m;4527;11;no;yes;Groﬂstadt
23;m;23075;11;no;yes;Vorstadt
22;m;22169;11;no;yes;Groﬂstadt
22;m;22781;11;no;yes;Groﬂstadt
21;m;35805;11;no;yes;Kleinstadt
21;m;18442;11;no;yes;Groﬂstadt
22;w;10677;11;no;yes;Groﬂstadt
21;m;18539;11;yes;yes;Kleinstadt
22;m;460;11;no;yes;Groﬂstadt
23;m;6223;11;no;yes;Kleinstadt
23;m;24019;11;no;yes;Groﬂstadt
23;w;11370;11;no;yes;Groﬂstadt
21;m;43345;11;no;yes;Groﬂstadt
24;m;31630;11;no;yes;Groﬂstadt
23;m;13549;11;no;yes;Groﬂstadt
21;m;22834;11;yes;yes;Groﬂstadt
22;m;21054;11;no;yes;Groﬂstadt
22;m;9953;11;no;no;Land
21;m;25211;11;no;yes;Groﬂstadt
22;m;2842;11;no;yes;Kleinstadt
22;m;4977;11;no;yes;Groﬂstadt
24;m;19867;11;no;yes;Groﬂstadt
22;m;10155;11;no;yes;Groﬂstadt
22;m;30100;11;no;yes;Groﬂstadt
21;m;18215;11;no;yes;Groﬂstadt
22;m;33667;11;no;yes;Groﬂstadt
23;m;33709;11;no;yes;Vorstadt
22;m;9637;11;no;yes;Groﬂstadt
22;m;27459;11;no;yes;Groﬂstadt
22;m;13811;11;no;no;Groﬂstadt
22;m;8681;11;no;yes;Groﬂstadt
22;m;242;11;no;yes;Groﬂstadt
22;m;34659;11;no;yes;Groﬂstadt
23;w;18806;11;no;yes;Kleinstadt
23;m;23773;11;no;no;Groﬂstadt
22;m;14795;11;no;yes;Groﬂstadt
21;m;14312;11;no;yes;Groﬂstadt
21;m;22102;11;no;yes;Groﬂstadt
24;m;12494;11;no;yes;Groﬂstadt
20;m;16427;11;no;yes;Land
21;m;14716;11;no;yes;Groﬂstadt
23;m;29419;11;no;yes;Groﬂstadt
23;m;36625;11;no;yes;Groﬂstadt
23;m;22628;11;no;yes;Vorstadt
21;m;31969;11;no;yes;Groﬂstadt
21;m;14547;11;no;yes;Groﬂstadt
21;m;19814;11;yes;no;Groﬂstadt
21;m;12916;11;no;yes;Groﬂstadt
24;m;7366;11;no;no;Groﬂstadt
21;m;15825;11;yes;yes;Land
21;m;2619;11;yes;no;Groﬂstadt
23;m;11484;11;no;yes;Land
23;m;27274;11;no;no;Groﬂstadt
24;m;31955;11;no;yes;Land
22;m;20085;11;no;yes;Groﬂstadt
23;m;34244;11;no;yes;Groﬂstadt
23;m;7391;11;no;yes;Groﬂstadt
22;m;37616;11;no;yes;Groﬂstadt
22;m;23313;11;no;yes;Land
23;m;20431;11;no;yes;Groﬂstadt
22;m;15891;11;no;no;Groﬂstadt
22;m;33985;11;no;yes;Groﬂstadt
21;m;25626;11;no;yes;Land
22;m;18634;11;no;yes;Land
19;m;32892;11;no;yes;Land
22;m;42123;11;no;yes;Groﬂstadt
21;m;20729;11;no;yes;Groﬂstadt
23;m;39463;11;no;yes;Land
21;w;16294;11;no;yes;Groﬂstadt
22;m;3813;11;no;yes;Dorf
23;m;11880;11;no;yes;Groﬂstadt
20;m;12240;11;no;yes;Vorstadt
23;m;38017;11;no;yes;Kleinstadt
23;m;10393;11;no;yes;Groﬂstadt
22;m;18643;11;no;yes;Groﬂstadt
24;m;11352;11;no;yes;Groﬂstadt
21;m;19207;11;no;yes;Groﬂstadt
22;m;19907;11;no;yes;Groﬂstadt
23;m;33518;11;no;yes;Groﬂstadt
23;m;30057;11;no;yes;Groﬂstadt
20;m;33536;11;no;yes;Groﬂstadt
23;w;23352;11;no;yes;Groﬂstadt
20;m;32797;11;no;yes;Groﬂstadt
23;m;35510;11;no;yes;Groﬂstadt
22;m;1630;11;no;yes;Groﬂstadt
21;w;30530;11;no;no;Groﬂstadt
22;m;16498;11;no;yes;Groﬂstadt
23;m;32249;11;no;yes;Groﬂstadt
23;m;29152;11;yes;yes;Kleinstadt
22;w;27480;11;no;yes;Groﬂstadt
22;m;7812;11;no;yes;Groﬂstadt
23;m;33963;11;no;yes;Land
23;m;20952;11;no;yes;Vorstadt
22;m;11666;11;no;yes;Groﬂstadt
21;m;20406;11;no;yes;Groﬂstadt
20;m;27582;11;yes;yes;Groﬂstadt
22;m;37739;11;no;yes;Groﬂstadt
23;m;20898;11;no;yes;Groﬂstadt
24;m;30317;11;no;yes;Groﬂstadt
23;m;16290;11;no;yes;Groﬂstadt
21;m;22725;11;no;yes;Groﬂstadt
22;m;28888;11;no;yes;Groﬂstadt
23;m;40435;11;no;yes;Groﬂstadt
22;m;12566;11;no;yes;Groﬂstadt
21;m;24977;11;no;yes;Groﬂstadt
22;m;8891;11;no;yes;Groﬂstadt
24;m;24271;11;no;yes;Groﬂstadt
21;w;16685;11;no;yes;Land
22;m;12907;11;yes;no;Groﬂstadt
21;m;10934;11;no;yes;Kleinstadt
23;m;45951;11;yes;yes;Groﬂstadt
22;m;32199;11;no;yes;Land
22;m;28648;11;no;yes;Groﬂstadt
23;m;5328;11;no;no;Land
22;m;24157;11;yes;yes;Groﬂstadt
42;m;81152;5;yes;yes;Vorstadt
42;m;65086;5;yes;yes;Land
43;m;122385;5;yes;no;Vorstadt
42;m;122210;4;yes;yes;Vorstadt
43;m;126361;5;yes;yes;Dorf
41;w;92185;5;yes;yes;Kleinstadt
42;m;60510;5;yes;no;Vorstadt
42;w;88508;6;yes;no;Kleinstadt
41;m;124993;5;no;yes;Vorstadt
41;m;85758;4;yes;yes;Vorstadt
41;w;94839;5;yes;yes;Groﬂstadt
42;m;125889;5;yes;yes;Vorstadt
43;m;83293;5;yes;yes;Vorstadt
41;m;121173;5;yes;yes;Vorstadt
43;m;145855;5;yes;yes;Kleinstadt
41;m;131104;4;yes;yes;Vorstadt
41;m;84285;4;no;yes;Vorstadt
44;m;84077;5;yes;yes;Vorstadt
43;m;75240;6;no;yes;Land
43;m;98454;5;yes;yes;Kleinstadt
44;m;102448;5;yes;yes;Vorstadt
43;m;65414;6;yes;yes;Vorstadt
41;m;93157;5;yes;yes;Vorstadt
41;m;124844;5;yes;yes;Vorstadt
42;m;97503;5;yes;yes;Vorstadt
42;w;107867;5;yes;yes;Vorstadt
42;m;86172;6;no;yes;Vorstadt
43;w;91432;4;yes;yes;Groﬂstadt
41;m;87555;4;no;yes;Land
42;m;123693;5;yes;yes;Vorstadt
42;m;135141;5;yes;yes;Vorstadt
41;m;140587;5;yes;yes;Vorstadt
43;m;88806;5;yes;yes;Vorstadt
41;m;60948;5;yes;yes;Dorf
42;m;77364;5;yes;yes;Vorstadt
43;m;60563;5;yes;yes;Vorstadt
41;m;70071;5;yes;yes;Vorstadt
43;m;88130;6;yes;yes;Vorstadt
43;m;79528;4;yes;yes;Land
43;m;116845;5;yes;yes;Vorstadt
43;w;108931;5;yes;yes;Land
43;m;90118;5;yes;yes;Vorstadt
43;m;79284;5;yes;yes;Kleinstadt
41;m;104026;5;yes;yes;Vorstadt
42;m;91425;5;yes;yes;Vorstadt
41;m;100760;5;yes;yes;Vorstadt
41;w;77412;4;yes;yes;Vorstadt
44;m;155550;5;yes;yes;Vorstadt
41;m;96792;5;yes;no;Vorstadt
42;w;97190;5;yes;yes;Vorstadt
42;m;87570;5;yes;yes;Vorstadt
43;m;92095;5;yes;yes;Vorstadt
43;m;110281;5;yes;yes;Vorstadt
40;m;113927;4;yes;no;Vorstadt
42;m;91954;5;yes;yes;Vorstadt
41;m;117681;5;yes;yes;Vorstadt
43;m;105009;5;yes;yes;Vorstadt
41;m;90650;5;yes;yes;Vorstadt
42;m;70657;5;yes;yes;Kleinstadt
43;m;73278;5;yes;yes;Vorstadt
43;m;96721;4;yes;yes;Vorstadt
41;m;104156;5;yes;yes;Dorf
42;m;119685;6;yes;yes;Vorstadt
42;m;91083;5;yes;no;Vorstadt
42;m;94257;5;yes;yes;Vorstadt
41;m;86827;5;no;yes;Vorstadt
43;m;98699;4;yes;yes;Groﬂstadt
43;m;77108;5;yes;yes;Vorstadt
44;m;97321;5;yes;yes;Vorstadt
42;m;97190;5;yes;yes;Vorstadt
43;m;109507;5;yes;yes;Vorstadt
42;m;112956;5;no;yes;Vorstadt
42;m;106222;5;yes;yes;Vorstadt
43;m;138073;5;yes;yes;Vorstadt
42;m;104540;6;yes;yes;Vorstadt
43;m;101612;4;yes;yes;Land
43;m;88225;5;yes;yes;Vorstadt
43;m;75024;4;yes;yes;Groﬂstadt
44;m;104602;5;no;yes;Vorstadt
42;m;92889;6;yes;yes;Land
40;m;121457;5;yes;yes;Land
42;m;140314;5;yes;yes;Vorstadt
42;m;83504;6;yes;yes;Kleinstadt
42;m;53222;4;yes;yes;Vorstadt
41;m;82965;5;yes;yes;Land
42;m;117201;5;yes;yes;Vorstadt
43;m;102025;4;yes;yes;Land
41;m;110960;4;yes;no;Land
43;w;78967;5;yes;yes;Vorstadt
41;m;130890;6;yes;yes;Land
42;m;106099;5;yes;yes;Land
42;m;113745;5;yes;yes;Groﬂstadt
41;m;81950;5;no;yes;Vorstadt
41;m;105206;6;no;yes;Kleinstadt
42;m;109561;5;yes;yes;Vorstadt
42;m;92731;4;yes;yes;Vorstadt
42;m;84643;5;yes;yes;Vorstadt
43;w;119119;6;yes;yes;Kleinstadt
42;m;96212;5;yes;yes;Land
43;m;112337;4;yes;yes;Vorstadt
43;m;101098;5;yes;yes;Vorstadt
40;m;124461;4;yes;yes;Vorstadt
41;m;61791;5;yes;yes;Vorstadt
43;m;99620;5;yes;yes;Vorstadt
43;m;119838;5;yes;yes;Dorf
43;m;106454;6;yes;yes;Kleinstadt
43;m;108087;5;yes;yes;Vorstadt
42;w;52696;6;yes;yes;Vorstadt
43;m;88788;5;yes;yes;Vorstadt
41;m;90549;5;yes;yes;Vorstadt
42;m;93308;5;yes;yes;Vorstadt
43;m;111529;6;yes;yes;Vorstadt
41;w;159441;6;yes;yes;Vorstadt
43;m;120552;5;yes;yes;Vorstadt
43;m;93288;5;yes;yes;Vorstadt
42;m;101532;5;yes;yes;Vorstadt
41;m;52104;4;yes;yes;Land
41;m;90451;5;yes;yes;Vorstadt
43;m;124574;5;yes;yes;Vorstadt
42;m;92033;5;no;yes;Vorstadt
42;m;101173;4;yes;yes;Land
42;w;105872;5;yes;yes;Vorstadt
42;m;92101;5;no;yes;Groﬂstadt
42;m;78643;5;yes;yes;Vorstadt
43;m;86608;6;yes;yes;Vorstadt
44;m;80350;5;no;yes;Land
42;m;80038;4;yes;yes;Vorstadt
42;m;116775;5;yes;no;Vorstadt
42;m;98170;5;yes;yes;Vorstadt
43;m;109494;5;yes;yes;Vorstadt
42;w;98805;5;yes;no;Vorstadt
41;m;139236;4;no;yes;Vorstadt
40;m;117114;5;no;yes;Vorstadt
42;m;106942;5;yes;yes;Kleinstadt
42;m;75496;5;yes;yes;Vorstadt
42;m;86435;6;yes;yes;Groﬂstadt
42;m;118247;5;yes;yes;Groﬂstadt
41;m;123973;5;yes;no;Vorstadt
42;m;77163;5;yes;yes;Vorstadt
42;m;119401;6;yes;yes;Kleinstadt
43;m;95672;5;yes;no;Vorstadt
42;m;110366;5;yes;yes;Vorstadt
42;m;101677;5;yes;yes;Vorstadt
42;m;137861;4;yes;yes;Vorstadt
42;m;85911;5;yes;yes;Vorstadt
43;m;120893;5;yes;yes;Vorstadt
42;m;112598;5;no;yes;Vorstadt
42;m;96209;5;yes;yes;Vorstadt
42;m;120125;5;no;yes;Kleinstadt
43;m;73393;5;yes;yes;Vorstadt
43;m;130626;5;yes;yes;Vorstadt
42;m;75198;5;yes;yes;Kleinstadt
41;m;137822;5;yes;yes;Vorstadt
42;m;91186;5;yes;yes;Vorstadt
43;w;92193;6;yes;yes;Vorstadt
42;m;99456;5;yes;yes;Vorstadt
43;w;72673;5;no;yes;Vorstadt
43;m;118587;5;yes;yes;Vorstadt
42;m;74409;4;yes;yes;Vorstadt
42;m;82119;5;yes;yes;Kleinstadt
41;w;116835;4;yes;yes;Groﬂstadt
43;m;121905;4;yes;yes;Vorstadt
42;w;111583;5;yes;yes;Kleinstadt
41;m;123019;6;yes;yes;Vorstadt
40;m;118306;5;yes;no;Dorf
41;m;90123;5;yes;yes;Land
42;m;118991;4;yes;yes;Vorstadt
42;m;105680;5;yes;yes;Land
44;m;88933;5;yes;yes;Kleinstadt
43;m;101103;5;yes;no;Vorstadt
42;m;81115;5;yes;no;Vorstadt
43;m;109184;6;yes;yes;Vorstadt
41;w;93663;4;yes;yes;Vorstadt
42;m;115322;5;yes;yes;Vorstadt
42;m;108956;4;yes;yes;Vorstadt
43;m;100792;5;yes;yes;Vorstadt
41;m;89362;4;yes;yes;Vorstadt
43;m;72397;5;yes;yes;Land
41;m;105748;6;no;yes;Vorstadt
42;m;103828;5;yes;yes;Land
42;m;106541;5;yes;yes;Vorstadt
42;m;98163;5;yes;yes;Vorstadt
41;m;91444;5;no;yes;Vorstadt
42;m;110011;4;yes;yes;Vorstadt
43;m;111752;5;yes;yes;Vorstadt
41;m;116659;6;yes;yes;Vorstadt
40;m;105835;6;no;yes;Vorstadt
42;m;112545;5;no;yes;Vorstadt
43;m;136580;5;no;yes;Vorstadt
42;m;81392;5;yes;yes;Vorstadt
41;m;123992;5;no;yes;Kleinstadt
42;m;59913;5;yes;yes;Vorstadt
41;m;111638;5;yes;yes;Vorstadt
43;m;100321;5;yes;yes;Vorstadt
43;m;85510;5;yes;yes;Vorstadt
42;m;87049;6;yes;yes;Vorstadt
40;m;77448;6;yes;yes;Vorstadt
42;w;83006;5;yes;yes;Groﬂstadt
43;m;61768;4;yes;yes;Vorstadt
42;w;99768;5;yes;yes;Vorstadt
42;m;90689;5;yes;yes;Vorstadt
44;m;111510;6;yes;yes;Vorstadt
42;m;92363;4;yes;yes;Vorstadt
42;m;112021;5;yes;yes;Kleinstadt
40;m;136638;5;yes;yes;Vorstadt
42;m;83223;4;yes;yes;Kleinstadt
43;m;93493;6;yes;yes;Vorstadt
43;w;108970;6;yes;yes;Groﬂstadt
43;m;122797;5;yes;yes;Vorstadt
40;m;101269;6;yes;yes;Vorstadt
42;m;101334;5;yes;yes;Vorstadt
43;m;107749;5;yes;yes;Land
41;m;132209;5;yes;yes;Vorstadt
42;m;110587;5;yes;yes;Vorstadt
40;m;149194;5;yes;yes;Vorstadt
43;m;106038;5;yes;yes;Vorstadt
43;m;125786;5;yes;yes;Vorstadt
43;m;104731;4;yes;yes;Vorstadt
42;m;114070;5;yes;yes;Vorstadt
43;m;117391;6;yes;yes;Vorstadt
42;m;120520;5;yes;yes;Vorstadt
42;m;104022;5;yes;yes;Groﬂstadt
42;m;104427;6;yes;yes;Vorstadt
40;m;79942;5;yes;yes;Vorstadt
43;m;108955;5;yes;yes;Vorstadt
43;w;115206;5;yes;no;Vorstadt
40;m;84446;5;yes;yes;Vorstadt
